Area_sqft,Bedrooms,Bathrooms,Stories,Parking,Age_years,Location,Furnishing,Road_access,Guestroom,Basement,Hot_water,AC,Preferred_area,Price
2428,1,3,3,2,10,Downtown,Furnished,Yes,No,No,Yes,No,No,1095171.19
3298,5,3,2,1,38,Uptown,Unfurnished,No,Yes,No,Yes,Yes,Yes,848027.49
1677,2,4,3,1,21,Lakeview,Semi-Furnished,Yes,No,No,No,Yes,No,587518.51
653,1,2,1,1,6,Suburban,Unfurnished,Yes,No,No,No,Yes,No,216997.73
529,1,1,3,2,39,Northend,Unfurnished,Yes,No,No,Yes,Yes,No,154602.81
3811,2,3,1,0,5,Uptown,Semi-Furnished,Yes,No,Yes,No,Yes,No,844586.19
4326,2,1,1,1,24,Southend,Furnished,Yes,No,No,Yes,No,No,561640.15
2374,4,1,1,0,44,Rural,Unfurnished,Yes,No,No,No,Yes,Yes,365658.61
736,5,3,3,3,0,Westside,Semi-Furnished,Yes,No,Yes,No,Yes,Yes,461651.32
2685,6,1,3,3,11,Eastside,Semi-Furnished,No,No,No,No,Yes,No,480333.01
1117,4,1,1,0,21,Suburban,Furnished,No,No,No,Yes,No,Yes,362581.1
2071,6,2,1,1,29,Downtown,Furnished,Yes,Yes,Yes,Yes,Yes,Yes,1034824.5
2937,6,3,2,2,24,Rural,Semi-Furnished,No,Yes,Yes,No,No,No,417693.53
4955,1,2,2,2,18,Uptown,Furnished,Yes,No,Yes,No,No,Yes,1128267.61
1081,6,1,2,1,9,Uptown,Furnished,Yes,No,No,Yes,No,No,490749.3
2754,4,1,2,0,4,Uptown,Semi-Furnished,Yes,No,Yes,Yes,Yes,No,922405.77
1100,4,4,1,0,2,Uptown,Unfurnished,Yes,Yes,Yes,Yes,No,Yes,683286.73
1478,5,4,1,3,0,Northend,Semi-Furnished,Yes,No,Yes,Yes,Yes,Yes,453461.99
1014,3,1,1,3,14,Downtown,Furnished,Yes,No,No,Yes,Yes,No,525233.96
1309,5,3,1,0,6,Rural,Unfurnished,Yes,Yes,No,Yes,Yes,No,266597.09
2985,4,1,3,0,49,Downtown,Semi-Furnished,Yes,No,No,No,Yes,Yes,704742.56
1946,3,2,1,0,0,Lakeview,Semi-Furnished,No,No,Yes,Yes,Yes,No,582284.96
968,6,3,1,1,40,Midtown,Furnished,Yes,No,Yes,Yes,Yes,Yes,597663.89
1129,1,2,3,1,20,Rural,Unfurnished,No,No,No,Yes,Yes,Yes,241998.75
3882,5,4,2,0,27,Northend,Semi-Furnished,Yes,No,No,Yes,Yes,No,514424.0
613,2,3,2,0,42,Eastside,Unfurnished,No,Yes,No,No,Yes,No,163563.44
1725,1,3,1,3,10,Southend,Unfurnished,Yes,No,Yes,Yes,Yes,No,396581.99
4842,3,2,1,3,17,Northend,Furnished,No,No,No,Yes,Yes,No,749767.4
2116,1,3,2,2,46,Uptown,Furnished,Yes,No,Yes,No,Yes,No,600126.89
3817,2,2,3,2,49,Eastside,Unfurnished,Yes,No,No,Yes,No,No,534593.88
5140,2,2,1,1,29,Southend,Unfurnished,Yes,No,No,Yes,No,Yes,639836.74
3170,5,1,2,0,24,Suburban,Semi-Furnished,No,No,Yes,Yes,Yes,Yes,601351.9
3568,6,1,1,3,20,Uptown,Furnished,No,No,Yes,Yes,No,Yes,959202.22
3037,5,1,1,3,47,Uptown,Semi-Furnished,Yes,Yes,Yes,Yes,Yes,No,667948.84
3674,4,4,3,1,30,Northend,Semi-Furnished,Yes,Yes,No,Yes,No,No,680670.09
3137,4,2,1,0,8,Northend,Unfurnished,Yes,No,Yes,Yes,No,Yes,654525.89
2722,1,3,3,1,44,Northend,Semi-Furnished,Yes,No,No,No,Yes,No,359631.66
551,2,4,3,2,6,Rural,Furnished,Yes,No,No,Yes,No,No,183527.03
2844,1,4,1,1,2,Suburban,Semi-Furnished,Yes,Yes,No,Yes,No,No,578811.71
2722,3,1,3,1,47,Southend,Furnished,No,No,No,No,No,No,335508.39
5195,3,3,1,1,43,Northend,Furnished,No,No,No,Yes,Yes,Yes,853600.94
4766,4,3,3,1,6,Westside,Unfurnished,No,Yes,Yes,Yes,Yes,No,940365.45
3608,6,4,2,3,40,Southend,Furnished,Yes,No,No,No,Yes,Yes,753316.43
2158,1,2,3,1,24,Downtown,Semi-Furnished,Yes,No,No,No,Yes,Yes,648231.83
4057,3,4,2,1,28,Eastside,Unfurnished,Yes,No,Yes,Yes,Yes,No,578403.34
5050,4,3,3,1,47,Lakeview,Furnished,Yes,Yes,No,Yes,Yes,Yes,1256641.89
1386,1,2,2,0,16,Rural,Furnished,Yes,No,Yes,No,No,No,256183.06
3553,2,2,2,0,38,Southend,Semi-Furnished,No,No,No,No,Yes,No,421797.09
3302,3,2,1,3,13,Southend,Unfurnished,Yes,Yes,Yes,No,No,Yes,642632.74
2697,6,2,3,0,1,Westside,Unfurnished,Yes,No,No,Yes,No,No,680602.52
4510,3,2,1,2,39,Downtown,Semi-Furnished,Yes,Yes,No,No,Yes,Yes,1083319.49
1135,2,2,2,3,1,Westside,Semi-Furnished,Yes,Yes,No,No,Yes,No,434291.41
3514,4,3,1,3,19,Lakeview,Unfurnished,No,No,No,No,Yes,Yes,873551.14
4385,3,1,3,1,1,Southend,Semi-Furnished,Yes,Yes,Yes,Yes,No,Yes,928404.65
2582,2,4,2,3,16,Northend,Unfurnished,Yes,No,No,No,No,No,445718.45
674,4,1,1,2,35,Downtown,Furnished,Yes,Yes,No,Yes,No,Yes,418530.11
1556,5,1,3,1,29,Rural,Semi-Furnished,Yes,Yes,No,No,Yes,No,337766.14
2248,4,4,2,1,46,Eastside,Unfurnished,Yes,Yes,No,Yes,Yes,No,360787.09
3262,3,3,2,3,5,Midtown,Furnished,Yes,No,No,Yes,Yes,Yes,796027.55
3968,4,3,2,1,3,Northend,Semi-Furnished,Yes,No,No,Yes,Yes,No,484903.06
2801,6,2,3,0,38,Eastside,Semi-Furnished,Yes,No,Yes,Yes,No,No,498276.06
1067,3,1,2,3,6,Suburban,Furnished,Yes,Yes,No,Yes,Yes,Yes,419766.14
4918,4,3,3,1,2,Lakeview,Furnished,No,No,No,Yes,No,No,1295191.27
2283,5,4,3,0,2,Uptown,Semi-Furnished,Yes,No,No,No,Yes,No,888095.42
2643,4,2,3,0,35,Lakeview,Furnished,Yes,No,Yes,Yes,Yes,No,1022331.27
4938,5,1,3,0,44,Northend,Semi-Furnished,Yes,No,No,Yes,No,Yes,624900.28
2740,3,2,1,0,15,Downtown,Unfurnished,Yes,Yes,No,Yes,Yes,No,949525.56
3058,4,1,1,1,48,Rural,Semi-Furnished,Yes,Yes,No,Yes,No,No,391484.18
1974,2,4,3,0,42,Rural,Semi-Furnished,Yes,Yes,Yes,Yes,Yes,Yes,322356.05
4602,6,1,2,3,6,Eastside,Semi-Furnished,Yes,No,No,Yes,No,No,781613.96
829,5,4,1,1,13,Northend,Furnished,Yes,Yes,No,Yes,No,No,319767.09
4678,1,1,1,0,37,Lakeview,Semi-Furnished,Yes,Yes,No,Yes,No,No,920037.54
3173,5,3,3,0,36,Midtown,Furnished,Yes,No,No,No,Yes,No,897973.88
5122,4,2,1,1,0,Rural,Unfurnished,No,Yes,No,No,No,No,717021.31
1389,5,4,2,1,40,Uptown,Unfurnished,Yes,No,No,No,Yes,No,377270.87
1261,4,2,3,0,27,Southend,Furnished,Yes,No,No,No,No,No,293406.15
1523,3,4,3,2,5,Suburban,Furnished,Yes,No,No,Yes,Yes,No,413172.33
2180,3,3,3,1,5,Westside,Unfurnished,Yes,Yes,No,Yes,Yes,No,616715.29
3756,6,1,2,3,23,Northend,Furnished,No,Yes,No,Yes,Yes,Yes,844281.31
1561,2,1,2,1,33,Rural,Semi-Furnished,No,Yes,No,Yes,Yes,No,245625.08
1403,1,1,1,2,38,Westside,Furnished,Yes,No,No,Yes,Yes,No,313825.83
633,6,2,1,3,33,Northend,Furnished,Yes,No,Yes,Yes,Yes,Yes,267389.26
1625,3,2,2,0,29,Southend,Furnished,Yes,Yes,No,Yes,Yes,Yes,554917.62
2464,2,2,2,2,48,Midtown,Semi-Furnished,Yes,No,No,Yes,Yes,Yes,752030.62
2539,1,4,1,1,19,Midtown,Unfurnished,Yes,No,No,Yes,No,No,520889.38
4688,2,1,2,2,5,Suburban,Semi-Furnished,Yes,Yes,Yes,Yes,No,No,924705.56
3349,3,1,2,2,2,Rural,Furnished,Yes,No,No,Yes,No,Yes,594884.22
3711,6,1,2,0,17,Midtown,Furnished,Yes,No,No,Yes,No,No,974122.01
3866,1,2,2,2,30,Suburban,Unfurnished,Yes,Yes,Yes,No,No,Yes,485575.29
3411,3,4,3,1,30,Eastside,Furnished,Yes,No,Yes,Yes,Yes,No,508263.93
3091,4,4,2,3,17,Uptown,Furnished,No,No,No,Yes,Yes,Yes,932704.4
4783,6,1,1,3,5,Lakeview,Semi-Furnished,No,Yes,No,Yes,No,No,1562022.8
2683,1,1,2,0,17,Southend,Semi-Furnished,Yes,No,Yes,Yes,No,Yes,442157.38
4761,2,3,1,3,30,Suburban,Semi-Furnished,No,Yes,No,No,Yes,No,628024.38
4048,4,2,2,2,3,Eastside,Furnished,Yes,No,Yes,Yes,No,No,749355.98
744,2,4,3,1,34,Midtown,Unfurnished,Yes,Yes,No,Yes,No,No,201017.11
1679,3,2,1,1,28,Lakeview,Unfurnished,No,No,No,No,Yes,No,674811.29
2278,3,2,1,2,40,Westside,Semi-Furnished,Yes,No,Yes,Yes,Yes,Yes,526546.41
3035,4,2,1,1,44,Northend,Semi-Furnished,No,No,No,No,No,No,387488.44
936,4,3,3,3,35,Suburban,Furnished,Yes,Yes,Yes,Yes,Yes,No,356196.52
2770,1,4,1,3,16,Westside,Furnished,Yes,Yes,No,No,Yes,No,642435.63
2324,2,3,2,2,42,Lakeview,Unfurnished,No,No,No,No,No,Yes,675164.87
1293,5,4,1,0,19,Rural,Semi-Furnished,Yes,No,No,Yes,Yes,Yes,256578.36
4768,3,3,3,2,19,Westside,Unfurnished,Yes,No,No,Yes,Yes,Yes,803158.15
1780,5,3,3,0,32,Eastside,Unfurnished,No,Yes,No,No,Yes,No,333865.69
2238,5,4,2,2,39,Eastside,Semi-Furnished,No,No,No,Yes,Yes,No,354611.34
949,4,1,3,0,17,Southend,Furnished,No,No,Yes,Yes,Yes,Yes,331030.63
2454,2,1,2,1,46,Rural,Furnished,Yes,Yes,No,Yes,Yes,No,392930.76
1114,5,3,1,0,1,Downtown,Unfurnished,Yes,No,No,No,No,No,533293.51
4821,2,1,2,0,4,Rural,Semi-Furnished,Yes,Yes,No,No,No,Yes,504641.12
1238,4,2,3,3,48,Downtown,Unfurnished,Yes,No,No,Yes,No,No,410946.7
2131,6,1,3,3,5,Westside,Semi-Furnished,Yes,No,No,No,No,No,556429.57
4671,6,1,1,2,41,Northend,Furnished,Yes,No,Yes,Yes,No,No,630858.1
4165,6,4,1,2,26,Suburban,Semi-Furnished,Yes,No,No,No,No,No,739041.08
568,6,4,3,3,23,Midtown,Unfurnished,No,No,No,No,Yes,No,552090.72
2374,5,1,1,3,4,Downtown,Semi-Furnished,Yes,No,No,No,No,Yes,845745.74
1369,5,1,1,0,22,Downtown,Semi-Furnished,Yes,No,No,No,Yes,No,511563.0
1893,3,4,3,1,19,Eastside,Semi-Furnished,Yes,No,No,No,Yes,Yes,489380.16
3970,5,3,1,1,26,Suburban,Unfurnished,No,Yes,Yes,Yes,Yes,Yes,889181.72
3691,1,4,1,2,41,Northend,Semi-Furnished,Yes,No,No,Yes,Yes,No,483317.53
3619,4,1,3,3,36,Southend,Semi-Furnished,Yes,No,No,No,Yes,No,507700.14
2615,1,1,2,1,9,Southend,Semi-Furnished,Yes,No,No,Yes,No,No,418754.01
4465,6,2,3,2,0,Southend,Furnished,No,No,No,No,Yes,No,867515.06
876,5,4,2,1,12,Eastside,Furnished,Yes,No,No,Yes,No,Yes,361918.73
2823,5,3,2,1,35,Lakeview,Semi-Furnished,Yes,Yes,No,Yes,No,Yes,880467.89
3315,1,2,3,2,3,Downtown,Semi-Furnished,Yes,Yes,No,Yes,No,Yes,1338957.34
2441,3,1,1,0,24,Midtown,Unfurnished,Yes,No,Yes,No,Yes,No,699242.46
704,3,1,3,3,15,Uptown,Unfurnished,No,No,No,Yes,Yes,No,429506.09
1244,1,2,2,2,38,Downtown,Furnished,Yes,No,No,No,Yes,No,558605.97
3636,1,2,3,1,27,Suburban,Furnished,Yes,Yes,Yes,No,Yes,Yes,627990.15
2049,4,4,2,1,37,Southend,Furnished,Yes,No,Yes,No,Yes,No,528371.83
4920,3,1,2,2,13,Westside,Furnished,Yes,Yes,No,Yes,No,No,926822.26
2925,6,2,3,3,38,Rural,Semi-Furnished,Yes,Yes,No,Yes,No,Yes,381340.45
3364,2,4,3,1,0,Northend,Furnished,Yes,No,No,No,Yes,No,549697.54
4473,6,1,2,0,24,Uptown,Unfurnished,Yes,Yes,No,Yes,No,Yes,1095279.93
1170,5,1,1,0,24,Southend,Furnished,Yes,No,No,Yes,No,Yes,307621.52
3917,5,4,2,3,4,Westside,Furnished,Yes,Yes,No,Yes,Yes,No,873487.79
3565,1,4,3,2,18,Rural,Furnished,Yes,No,Yes,Yes,Yes,No,519243.19
2227,6,3,1,1,32,Lakeview,Unfurnished,Yes,No,No,No,No,Yes,683804.39
4526,2,2,2,0,8,Uptown,Semi-Furnished,Yes,Yes,No,Yes,Yes,No,1116672.78
3432,3,3,3,3,9,Eastside,Semi-Furnished,Yes,No,Yes,No,No,No,560083.37
4314,3,1,1,2,34,Southend,Semi-Furnished,No,Yes,No,Yes,No,No,432445.73
2203,3,3,1,1,34,Westside,Furnished,Yes,Yes,Yes,No,Yes,Yes,597864.14
3586,6,4,2,3,8,Lakeview,Unfurnished,Yes,No,No,Yes,Yes,Yes,1511687.96
3764,1,4,3,0,48,Uptown,Semi-Furnished,Yes,No,No,Yes,Yes,Yes,988260.92
5041,1,3,2,0,49,Southend,Semi-Furnished,Yes,No,No,Yes,Yes,No,715612.96
553,5,1,2,3,9,Downtown,Furnished,Yes,No,Yes,Yes,No,No,486958.77
1191,6,1,3,0,10,Downtown,Unfurnished,Yes,No,Yes,Yes,No,Yes,674043.28
4599,5,3,2,3,48,Lakeview,Semi-Furnished,Yes,No,No,Yes,No,No,1334967.44
756,3,3,2,1,33,Uptown,Unfurnished,Yes,Yes,No,Yes,No,No,298207.64
3932,5,2,1,2,42,Southend,Furnished,Yes,Yes,No,Yes,Yes,No,598027.74
1333,5,3,2,0,49,Northend,Unfurnished,Yes,No,No,Yes,Yes,Yes,333174.02
3029,3,2,3,1,21,Uptown,Semi-Furnished,Yes,No,Yes,Yes,No,No,829738.92
3396,1,4,1,1,2,Lakeview,Semi-Furnished,No,No,Yes,Yes,Yes,No,948671.08
1661,5,4,3,3,1,Southend,Unfurnished,No,No,No,Yes,Yes,No,498667.87
4022,1,3,2,1,11,Lakeview,Semi-Furnished,Yes,No,Yes,Yes,Yes,No,1220047.09
972,2,4,1,3,29,Southend,Semi-Furnished,Yes,No,No,No,No,Yes,320723.25
2526,1,2,1,1,26,Uptown,Unfurnished,No,No,No,Yes,Yes,Yes,666220.98
2137,4,3,3,3,15,Southend,Unfurnished,Yes,No,No,No,No,Yes,561575.87
4048,4,1,3,3,43,Lakeview,Semi-Furnished,Yes,Yes,No,No,No,No,1195315.88
2740,3,4,2,3,38,Suburban,Furnished,Yes,Yes,No,No,Yes,No,621053.23
2854,4,1,2,2,27,Southend,Unfurnished,No,No,Yes,Yes,No,No,520099.91
1405,2,3,1,1,37,Midtown,Furnished,Yes,No,No,Yes,No,Yes,515403.26
1683,1,4,1,2,47,Suburban,Unfurnished,Yes,No,No,No,Yes,No,371414.59
2719,1,3,2,0,44,Suburban,Furnished,Yes,No,Yes,No,No,No,382963.61
4144,6,3,2,1,13,Downtown,Unfurnished,Yes,Yes,No,Yes,No,Yes,1368216.72
1588,5,1,3,1,15,Rural,Furnished,Yes,Yes,No,Yes,Yes,No,323193.08
1692,5,3,3,0,37,Southend,Furnished,Yes,No,No,No,Yes,Yes,472873.26
2628,5,1,3,1,49,Downtown,Unfurnished,Yes,No,Yes,Yes,Yes,Yes,992370.51
3951,1,4,1,1,12,Rural,Furnished,Yes,No,No,Yes,Yes,Yes,494334.91
4341,1,3,1,0,38,Midtown,Furnished,Yes,No,Yes,No,Yes,No,957349.62
831,6,3,1,1,30,Uptown,Semi-Furnished,Yes,Yes,No,Yes,Yes,No,374921.81
1711,5,4,2,3,15,Rural,Unfurnished,No,Yes,No,Yes,Yes,No,378807.14
1548,6,4,2,1,22,Uptown,Furnished,Yes,No,Yes,No,Yes,No,716669.49
4588,1,3,2,3,26,Southend,Unfurnished,Yes,No,Yes,No,Yes,Yes,926447.88
2775,2,4,3,3,25,Rural,Unfurnished,Yes,No,Yes,Yes,Yes,No,468327.73
2134,5,4,3,1,23,Eastside,Furnished,No,No,No,Yes,No,No,472455.15
4105,4,4,3,0,31,Uptown,Unfurnished,Yes,Yes,No,Yes,Yes,Yes,1155698.26
1002,5,1,3,2,15,Rural,Unfurnished,Yes,Yes,Yes,Yes,No,Yes,320776.21
4069,4,2,3,2,25,Southend,Furnished,Yes,No,No,Yes,Yes,Yes,884226.63
1579,3,3,2,3,21,Suburban,Furnished,No,No,Yes,Yes,Yes,No,595638.78
1834,4,1,2,2,33,Westside,Semi-Furnished,Yes,No,No,No,No,No,323652.45
5147,6,3,1,1,44,Midtown,Semi-Furnished,Yes,No,No,Yes,Yes,No,917462.65
4518,2,1,1,3,19,Downtown,Furnished,Yes,No,No,No,No,No,1197180.22
4716,1,1,2,3,27,Eastside,Unfurnished,Yes,Yes,Yes,No,No,No,665637.84
2573,6,2,1,3,20,Northend,Unfurnished,Yes,Yes,No,No,Yes,No,488115.88
4554,6,4,1,0,44,Midtown,Furnished,No,Yes,No,No,No,No,863063.67
522,2,3,1,1,8,Midtown,Furnished,Yes,No,No,Yes,No,Yes,439505.31
2349,3,3,1,2,24,Rural,Semi-Furnished,Yes,No,Yes,No,Yes,Yes,251253.99
2663,6,4,3,3,7,Uptown,Semi-Furnished,Yes,No,No,Yes,Yes,No,1153049.13
979,2,1,2,2,16,Northend,Semi-Furnished,Yes,Yes,No,No,No,Yes,264307.09
2854,2,4,1,0,48,Rural,Semi-Furnished,Yes,Yes,No,Yes,Yes,No,327969.95
3248,3,3,3,0,28,Downtown,Semi-Furnished,Yes,No,Yes,Yes,No,No,736682.09
3039,2,2,1,3,24,Westside,Unfurnished,Yes,No,No,No,No,Yes,800692.79
1643,3,3,2,0,11,Northend,Furnished,Yes,No,Yes,Yes,Yes,Yes,373439.19
2833,1,1,2,2,25,Westside,Semi-Furnished,Yes,No,Yes,Yes,Yes,Yes,624036.2
3145,5,1,1,1,46,Southend,Semi-Furnished,Yes,No,No,Yes,No,No,486535.32
1338,1,4,3,3,7,Uptown,Unfurnished,No,No,Yes,No,Yes,No,429386.66
2349,1,1,2,0,43,Rural,Furnished,Yes,Yes,No,Yes,No,No,311311.59
3886,1,3,2,1,11,Westside,Semi-Furnished,Yes,Yes,Yes,Yes,Yes,Yes,1003873.16
3352,2,1,1,1,19,Lakeview,Furnished,Yes,Yes,No,Yes,No,Yes,1217933.7
2709,1,4,2,1,39,Rural,Semi-Furnished,Yes,No,No,Yes,No,No,337702.09
1892,3,1,2,2,42,Northend,Semi-Furnished,No,No,No,No,No,No,311392.74
3756,3,3,2,2,11,Eastside,Unfurnished,No,No,No,Yes,Yes,No,650719.57
2459,6,4,1,2,0,Southend,Semi-Furnished,Yes,No,No,Yes,Yes,No,611168.36
775,6,3,2,2,36,Westside,Furnished,Yes,No,No,Yes,Yes,No,366247.4
5124,3,1,1,0,28,Southend,Furnished,Yes,Yes,No,No,Yes,No,774618.99
1959,6,4,1,3,17,Uptown,Unfurnished,Yes,No,Yes,Yes,Yes,No,865625.46
3831,3,4,3,0,23,Northend,Semi-Furnished,Yes,No,Yes,Yes,No,Yes,645270.5
1458,6,4,3,1,0,Rural,Furnished,Yes,No,Yes,Yes,No,Yes,313242.64
2341,1,1,2,0,42,Eastside,Unfurnished,Yes,Yes,No,No,Yes,No,327767.08
4559,4,1,1,1,7,Uptown,Furnished,Yes,No,No,Yes,Yes,No,1136588.96
4645,6,4,3,0,37,Midtown,Furnished,Yes,Yes,No,No,No,No,1079710.91
3877,5,1,1,1,45,Westside,Furnished,Yes,No,No,No,Yes,Yes,764491.93
3024,4,2,1,0,3,Lakeview,Semi-Furnished,No,No,No,Yes,Yes,No,956991.53
987,2,2,2,0,4,Northend,Unfurnished,Yes,Yes,No,No,No,Yes,277816.57
2627,1,1,2,1,32,Midtown,Unfurnished,Yes,No,No,No,No,Yes,660602.62
2440,4,3,2,2,49,Eastside,Furnished,Yes,No,No,Yes,Yes,Yes,389204.0
2953,1,3,2,1,18,Rural,Furnished,No,No,No,No,No,No,330073.13
4514,3,2,1,3,30,Northend,Semi-Furnished,Yes,Yes,Yes,Yes,Yes,No,752143.55
4297,2,2,1,0,3,Uptown,Unfurnished,Yes,Yes,No,Yes,No,No,913692.22
4850,4,4,3,1,16,Midtown,Furnished,Yes,Yes,Yes,No,Yes,No,1214960.49
1459,5,2,1,0,2,Southend,Unfurnished,Yes,Yes,Yes,No,No,Yes,437311.79
3063,3,3,2,2,22,Lakeview,Furnished,Yes,Yes,No,Yes,Yes,Yes,1165784.02
963,6,2,2,1,18,Southend,Furnished,Yes,No,No,Yes,Yes,Yes,372331.84
2436,3,4,3,2,6,Downtown,Unfurnished,No,Yes,No,No,Yes,No,563031.85
4631,6,4,3,0,12,Rural,Semi-Furnished,Yes,Yes,No,Yes,Yes,Yes,619036.52
515,6,3,2,2,20,Suburban,Unfurnished,Yes,Yes,Yes,Yes,Yes,No,346277.35
4570,2,3,2,1,41,Eastside,Unfurnished,Yes,No,No,No,No,No,504629.47
1418,6,4,2,1,2,Midtown,Unfurnished,No,Yes,Yes,No,Yes,Yes,769966.05
2113,3,2,1,3,34,Midtown,Furnished,Yes,No,No,Yes,Yes,Yes,591535.44
1322,3,1,3,0,34,Downtown,Furnished,No,Yes,No,Yes,No,Yes,585574.36
2620,6,1,1,1,19,Midtown,Unfurnished,Yes,Yes,No,No,Yes,No,619399.64
3891,4,3,2,3,45,Eastside,Semi-Furnished,Yes,No,No,Yes,Yes,Yes,619119.28
2466,3,3,1,1,46,Rural,Unfurnished,No,No,No,Yes,Yes,Yes,373079.28
2381,2,2,2,1,21,Downtown,Semi-Furnished,Yes,No,Yes,Yes,No,Yes,683473.34
1239,6,1,1,0,28,Downtown,Unfurnished,No,No,Yes,Yes,No,Yes,622158.69
3566,1,2,3,3,40,Westside,Semi-Furnished,Yes,Yes,No,Yes,No,Yes,571722.59
4343,2,1,1,2,32,Uptown,Unfurnished,Yes,Yes,No,Yes,Yes,No,973942.86
1297,2,3,1,3,37,Rural,Unfurnished,Yes,No,No,Yes,No,Yes,208576.27
3710,1,2,3,2,16,Downtown,Unfurnished,No,Yes,No,Yes,Yes,No,1001496.25
2086,4,3,2,3,28,Downtown,Semi-Furnished,Yes,No,No,No,No,No,864635.98
4230,5,2,1,1,46,Rural,Semi-Furnished,Yes,Yes,Yes,No,Yes,Yes,483251.28
2277,6,4,3,1,12,Northend,Unfurnished,Yes,No,No,Yes,Yes,No,456166.33
3031,6,4,2,3,14,Downtown,Furnished,No,No,No,Yes,Yes,Yes,1076962.01
2934,5,2,2,1,38,Southend,Unfurnished,Yes,No,No,Yes,No,Yes,389130.79
4417,2,3,3,0,1,Downtown,Semi-Furnished,Yes,No,No,Yes,No,No,1012933.5
5053,4,4,3,1,30,Northend,Unfurnished,Yes,Yes,No,Yes,Yes,No,880509.43
2969,4,3,3,3,6,Westside,Semi-Furnished,Yes,Yes,No,Yes,No,No,767560.11
2779,4,2,1,2,40,Midtown,Furnished,Yes,No,No,Yes,Yes,Yes,808760.24
1867,4,1,1,0,1,Lakeview,Furnished,Yes,Yes,Yes,Yes,Yes,No,848431.82
3267,2,2,2,3,38,Lakeview,Furnished,Yes,Yes,Yes,No,No,No,1017349.07
1897,6,4,1,0,43,Midtown,Furnished,Yes,No,No,Yes,No,No,476147.42
654,3,3,2,1,25,Northend,Semi-Furnished,Yes,No,No,Yes,No,No,210515.91
3686,6,3,2,2,18,Suburban,Unfurnished,Yes,No,No,No,No,No,694551.63
1615,5,2,2,1,41,Southend,Semi-Furnished,Yes,No,Yes,Yes,Yes,Yes,425172.6
4165,5,3,3,1,47,Midtown,Semi-Furnished,Yes,Yes,Yes,No,No,No,911087.19
4096,6,2,3,2,45,Rural,Furnished,Yes,No,Yes,Yes,Yes,No,533546.12
1614,1,2,3,1,25,Downtown,Semi-Furnished,No,No,No,No,Yes,Yes,765094.49
1199,2,3,2,0,46,Uptown,Unfurnished,Yes,No,No,No,Yes,No,420637.59
4700,5,2,1,1,40,Lakeview,Unfurnished,Yes,Yes,No,Yes,No,No,1202435.04
1095,2,4,3,0,3,Southend,Semi-Furnished,Yes,No,No,No,Yes,No,333863.57
1513,6,3,3,2,24,Rural,Unfurnished,Yes,Yes,No,Yes,Yes,No,254561.99
1039,2,2,1,3,34,Uptown,Semi-Furnished,Yes,No,Yes,Yes,No,No,314154.2
511,6,4,1,3,37,Lakeview,Unfurnished,Yes,No,No,Yes,No,Yes,473357.26
2443,4,1,2,1,37,Uptown,Semi-Furnished,Yes,Yes,No,Yes,Yes,No,529264.43
4959,1,2,1,1,25,Westside,Semi-Furnished,Yes,No,No,No,No,No,891133.37
1161,2,3,1,2,31,Downtown,Semi-Furnished,Yes,No,No,Yes,Yes,No,454789.99
5133,6,1,1,1,20,Downtown,Furnished,No,No,No,Yes,No,No,1204890.46
4909,5,4,1,3,19,Downtown,Furnished,Yes,Yes,No,Yes,Yes,No,1208852.0
1922,5,3,2,3,30,Uptown,Semi-Furnished,Yes,No,Yes,No,Yes,No,649088.21
1745,1,1,1,1,43,Uptown,Unfurnished,Yes,Yes,No,Yes,No,No,368478.53
1079,2,2,2,3,8,Downtown,Semi-Furnished,Yes,No,No,Yes,No,No,521116.44
761,4,1,1,2,28,Midtown,Furnished,Yes,No,No,Yes,No,No,320633.5
995,1,3,2,2,7,Southend,Semi-Furnished,Yes,Yes,No,No,No,No,332872.58
4725,2,2,2,0,46,Southend,Unfurnished,Yes,No,No,No,Yes,No,703596.53
2636,1,4,2,3,48,Downtown,Unfurnished,Yes,No,No,No,No,Yes,558273.26
1129,4,4,3,1,11,Suburban,Furnished,Yes,No,No,No,No,Yes,482992.12
1005,3,1,1,2,6,Lakeview,Unfurnished,Yes,No,Yes,No,Yes,Yes,620171.07
706,3,4,2,1,47,Suburban,Semi-Furnished,Yes,Yes,No,No,No,No,234288.1
3931,3,4,1,1,20,Rural,Furnished,Yes,Yes,No,Yes,Yes,No,475143.94
3630,4,1,2,1,25,Eastside,Semi-Furnished,Yes,Yes,Yes,No,Yes,No,531863.49
2354,4,2,2,0,15,Suburban,Unfurnished,Yes,No,Yes,No,No,Yes,554252.34
2160,1,3,1,3,42,Uptown,Furnished,Yes,No,No,Yes,Yes,Yes,527336.33
3081,6,2,2,2,9,Northend,Semi-Furnished,Yes,No,Yes,Yes,Yes,No,639576.93
784,5,2,2,0,18,Suburban,Semi-Furnished,Yes,Yes,No,Yes,Yes,No,328605.32
1218,4,3,3,0,10,Midtown,Furnished,Yes,No,No,Yes,No,Yes,616991.57
4488,4,1,3,0,11,Midtown,Furnished,No,No,No,Yes,Yes,Yes,1119159.75
1001,3,1,3,3,33,Downtown,Semi-Furnished,Yes,No,Yes,Yes,Yes,No,658633.89
757,3,2,3,0,34,Southend,Furnished,No,No,No,No,No,No,246364.18
3097,6,3,1,2,34,Downtown,Semi-Furnished,Yes,No,No,No,No,No,1013002.98
